Price,Day,Month,Year,District,Sector,Unit1,Unit2,Property Type,Old/New,Duration
192000,20,7,2012,14,3,7,21,2,1,0
213200,31,1,2006,14,3,7,21,1,0,0
230000,13,4,2006,14,3,7,21,2,0,0
294950,26,1,2018,14,3,7,21,1,1,0
213200,22,3,2006,14,3,7,21,1,0,0
230000,28,2,2006,14,3,7,21,2,0,0
195000,22,3,2011,14,3,7,21,2,1,0
215000,7,3,2008,14,3,7,21,2,1,0
218200,31,3,2006,14,3,7,21,2,0,0
252000,30,8,2016,14,3,7,21,2,1,0
199750,24,3,2006,14,3,7,21,2,1,0
230000,28,3,2006,14,3,7,21,2,0,0
200000,27,7,2012,14,3,7,21,2,1,0
213200,20,12,2005,14,3,7,21,2,0,0
110000,12,6,2008,14,3,7,21,2,1,0
169000,29,7,2005,14,3,7,21,2,0,0
208500,29,7,2004,14,3,7,21,2,0,0
208500,29,7,2004,14,3,7,21,2,0,0
214500,30,10,2015,14,3,7,21,2,1,0
208500,29,7,2004,14,3,7,21,2,0,0
208500,29,7,2004,14,3,7,21,2,0,0
210000,11,3,2016,14,3,7,21,2,1,0
208500,29,7,2004,14,3,7,21,2,0,0
235000,28,10,2016,14,3,7,21,2,1,0
208500,29,7,2004,14,3,7,21,2,0,0
205000,16,12,2015,14,3,7,21,2,1,0
208500,29,7,2004,14,3,7,21,2,0,0
225000,7,2,2005,14,3,7,21,2,0,1
220000,28,2,2005,14,3,7,21,1,0,0
125000,19,11,2015,14,3,7,21,3,1,1
138000,18,12,2017,14,3,7,21,3,1,1
130000,16,9,2010,14,3,7,21,3,1,1
92000,29,6,2018,14,3,7,21,3,1,1
92000,29,6,2018,14,3,7,21,3,1,1
124999,28,2,2014,14,3,7,21,3,1,1
152000,19,12,2017,14,3,7,21,3,1,1
125000,23,1,2015,14,3,7,21,3,1,1
129000,21,12,2005,14,3,7,21,3,1,1
130000,31,1,2014,14,3,7,21,3,1,1
128000,9,7,2010,14,3,7,21,3,1,1
130000,20,2,2015,14,3,7,21,3,1,1
102000,8,8,2014,14,3,7,21,3,1,1
123000,26,5,2005,14,3,7,21,3,0,1
149950,27,5,2005,14,3,7,21,3,0,1
135000,27,5,2005,14,3,7,21,3,0,1
112500,9,9,2016,14,3,7,21,3,1,1
126000,29,4,2005,14,3,7,21,3,0,1
148250,21,12,2016,14,3,7,21,3,1,1
148000,30,6,2005,14,3,7,21,3,0,1
146500,21,9,2007,14,3,7,21,3,1,1
135515,27,5,2005,14,3,7,21,3,0,1
111000,11,9,2014,14,3,7,21,3,1,1
118500,19,2,2007,14,3,7,21,3,1,1
111350,27,5,2005,14,3,7,21,3,0,1
153000,27,5,2005,14,3,7,21,3,0,1
161000,27,5,2005,14,3,7,21,3,0,1
135000,27,5,2005,14,3,7,21,3,0,1
143500,11,7,2017,14,3,7,21,3,1,1
158000,27,5,2005,14,3,7,21,3,0,1
145000,18,5,2007,14,3,7,21,3,1,1
132800,19,9,2005,14,3,7,21,3,0,1
122500,24,3,2016,14,3,7,21,3,1,1
143000,10,5,2005,14,3,7,21,3,0,1
138000,12,1,2006,14,3,7,21,3,0,1
130400,19,9,2005,14,3,7,21,3,0,1
138000,27,5,2005,14,3,7,21,3,0,1
128000,11,8,2008,14,3,7,21,3,1,1
148000,10,5,2005,14,3,7,21,3,0,1
111960,19,9,2005,14,3,7,21,3,0,1
195000,22,6,2018,14,3,7,21,3,1,1
156500,10,12,2010,14,3,7,21,3,1,1
192000,9,9,2005,14,3,7,21,3,0,1
64000,11,4,2011,14,3,7,21,3,1,1
155000,20,7,2018,14,3,7,21,3,1,1
52000,13,12,2012,14,3,7,21,3,1,1
140000,3,12,2015,14,3,7,21,3,1,1
85200,12,1,2006,14,3,7,21,3,1,1
130000,1,7,2010,14,3,7,21,3,1,1
129000,30,11,2009,14,3,7,21,3,1,1
129000,30,11,2009,14,3,7,21,3,1,1
274000,14,9,2018,14,3,7,24,3,1,1
225000,29,7,2016,14,3,7,24,3,1,1
199950,18,12,2013,14,3,7,24,3,1,1
215000,22,3,2004,14,3,7,24,3,0,1
144950,30,1,2004,14,3,7,24,3,1,1
147950,30,1,2004,14,3,7,24,3,1,1
172500,3,12,2018,14,3,7,24,3,1,1
141500,30,6,2014,14,3,7,24,3,1,1
140000,3,9,2010,14,3,7,24,3,1,1
149950,23,4,2004,14,3,7,24,3,0,1
152500,30,1,2004,14,3,7,24,3,0,1
69000,22,12,1995,14,3,8,1,0,1,0
1450000,29,9,2016,14,3,8,1,4,1,0
600000,28,2,2019,14,3,8,1,4,1,0
153000,27,6,2019,14,3,8,1,3,0,1
143500,11,6,2019,14,3,8,1,3,0,1
150000,11,6,2019,14,3,8,1,3,0,1
127000,7,6,2019,14,3,8,1,3,0,1
185000,21,6,2019,14,3,8,1,3,0,1
154950,7,6,2019,14,3,8,1,3,0,1
219500,30,5,2019,14,3,8,1,3,0,1
175000,6,6,2019,14,3,8,1,3,0,1
141000,11,6,2019,14,3,8,1,3,0,1
133500,6,6,2019,14,3,8,1,3,0,1
153000,28,6,2019,14,3,8,1,3,0,1
136000,11,6,2019,14,3,8,1,3,0,1
195000,4,6,2019,14,3,8,1,3,0,1
155000,27,6,2019,14,3,8,1,3,0,1
161000,7,6,2019,14,3,8,1,3,0,1
224500,5,7,2019,14,3,8,1,3,0,1
10000,17,11,2017,14,3,8,4,4,1,1
14000,11,8,2006,14,3,8,4,3,1,1
225000,17,3,2003,14,3,8,4,2,1,1
400000,5,3,1999,14,3,8,4,2,1,1
410000,29,3,2006,14,3,8,5,2,0,1
182000,31,7,2017,14,3,8,6,3,1,1
130500,13,10,2011,14,3,8,6,3,1,1
176000,13,10,2005,14,3,8,6,3,0,1
165500,15,7,2010,14,3,8,6,3,1,1
180000,16,12,2005,14,3,8,6,3,0,1
137500,16,12,2005,14,3,8,6,3,0,1
179500,24,2,2006,14,3,8,6,3,0,1
142500,9,12,2005,14,3,8,6,3,0,1
166500,27,2,2006,14,3,8,6,3,0,1
142500,23,12,2005,14,3,8,6,3,0,1
192500,24,2,2006,14,3,8,6,3,0,1
145000,9,12,2015,14,3,8,6,3,1,1
144500,16,12,2005,14,3,8,6,3,0,1
205000,13,4,2017,14,3,8,6,3,1,1
199500,9,12,2005,14,3,8,6,3,1,1
169000,31,3,2017,14,3,8,6,3,1,1
180000,30,9,2005,14,3,8,6,3,0,1
150000,16,12,2005,14,3,8,6,3,0,1
325000,11,2,2015,14,3,8,6,3,1,1
375000,22,12,2005,14,3,8,6,3,0,1
139999,27,10,2016,14,3,8,6,3,1,1
149950,20,12,2005,14,3,8,6,3,0,1
160000,20,12,2005,14,3,8,6,3,0,1
170000,19,12,2005,14,3,8,6,3,0,1
360000,17,2,2006,14,3,8,6,3,0,1
140000,12,8,2013,14,3,8,6,3,1,1
179000,7,11,2005,14,3,8,6,3,0,1
180000,16,12,2005,14,3,8,6,3,0,1
190000,20,12,2006,14,3,8,6,3,1,1
186000,30,9,2005,14,3,8,6,3,0,1
176000,16,11,2005,14,3,8,6,3,0,1
172500,30,9,2005,14,3,8,6,3,0,1
157250,16,9,2016,14,3,8,6,3,1,1
175000,16,12,2005,14,3,8,6,3,0,1
199950,30,9,2005,14,3,8,6,3,0,1
230000,16,5,2003,14,3,8,7,2,1,1
905000,25,6,2015,14,3,8,8,4,1,0
107000,8,12,2015,14,3,8,8,3,1,0
120000,31,3,2016,14,3,8,8,3,1,1
120000,22,2,2019,14,3,8,8,3,1,1
100000,17,3,2016,14,3,8,8,3,0,1
120000,31,3,2016,14,3,8,8,3,1,1
150000,4,3,2016,14,3,8,8,4,1,0
105000,23,1,2009,14,3,8,12,3,1,1
130000,13,4,2006,14,3,8,12,3,1,1
145950,27,8,2004,14,3,8,12,3,0,1
135000,23,3,2016,14,3,8,12,3,1,1
151793,21,4,2005,14,3,8,12,3,0,1
160000,12,12,2014,14,3,8,12,3,1,1
175000,1,11,2010,14,3,8,12,3,1,1
205995,29,4,2005,14,3,8,12,3,0,1
213995,30,9,2005,14,3,8,12,3,0,1
215995,24,3,2005,14,3,8,12,3,0,1
212995,29,3,2005,14,3,8,12,3,0,1
216950,24,3,2005,14,3,8,12,3,0,1
229995,28,10,2005,14,3,8,12,3,0,1
195000,14,12,2018,14,3,8,12,3,1,1
180000,1,7,2005,14,3,8,12,3,0,1
186000,29,11,2018,14,3,8,12,3,1,1
190000,21,9,2018,14,3,8,12,3,1,1
189995,20,1,2017,14,3,8,12,3,1,1
183995,30,9,2005,14,3,8,12,3,0,1
163000,30,10,2015,14,3,8,12,3,1,1
169950,1,10,2004,14,3,8,12,3,0,1
209995,11,11,2005,14,3,8,12,3,0,1
175000,30,10,2009,14,3,8,12,3,1,1
224995,10,2,2006,14,3,8,12,3,0,1
260995,2,12,2005,14,3,8,12,3,0,1
142995,20,7,2005,14,3,8,12,3,0,1
175000,7,3,2016,14,3,8,12,3,1,1
214995,6,3,2006,14,3,8,12,3,0,1
167000,14,9,2012,14,3,8,12,3,1,1
200000,27,6,2007,14,3,8,12,3,1,1
210995,24,10,2005,14,3,8,12,3,0,1
178500,15,5,2014,14,3,8,12,3,1,1
216995,12,8,2005,14,3,8,12,3,0,1
216950,24,3,2005,14,3,8,12,3,0,1
135950,29,4,2005,14,3,8,12,3,0,1
186500,15,6,2017,14,3,8,12,3,1,1
185000,23,3,2016,14,3,8,12,3,1,1
225995,26,10,2005,14,3,8,12,3,0,1
176000,10,6,2016,14,3,8,12,3,1,1
155000,23,10,2009,14,3,8,12,3,1,1
198995,29,7,2005,14,3,8,12,3,0,1
166500,24,10,2014,14,3,8,12,3,1,1
216995,21,10,2005,14,3,8,12,3,0,1
187000,30,3,2016,14,3,8,12,3,1,1
177000,7,6,2011,14,3,8,12,3,1,1
213995,29,7,2005,14,3,8,12,3,0,1
185000,20,12,2006,14,3,8,12,3,1,1
249995,24,6,2005,14,3,8,12,3,0,1
145995,27,5,2005,14,3,8,12,3,0,1
204995,19,8,2005,14,3,8,12,3,0,1
163000,26,3,2014,14,3,8,12,3,1,1
182500,1,7,2005,14,3,8,12,3,0,1
222500,4,5,2018,14,3,8,12,3,1,1
168000,3,6,2014,14,3,8,12,3,1,1
255995,8,6,2005,14,3,8,12,3,0,1
279995,24,2,2006,14,3,8,12,3,0,1
223995,26,10,2005,14,3,8,12,3,0,1
221995,30,9,2005,14,3,8,12,3,0,1
197995,29,4,2005,14,3,8,12,3,0,1
262500,24,2,2006,14,3,8,12,3,0,1
149995,1,7,2005,14,3,8,12,3,0,1
167500,13,3,2015,14,3,8,12,3,1,1
221995,30,9,2005,14,3,8,12,3,0,1
176000,10,4,2007,14,3,8,12,3,1,1
219995,30,6,2005,14,3,8,12,3,0,1
174000,28,11,2013,14,3,8,12,3,1,1
192950,22,9,2006,14,3,8,12,3,1,1
229995,8,6,2005,14,3,8,12,3,0,1
276995,24,11,2005,14,3,8,12,3,0,1
172995,27,5,2005,14,3,8,12,3,0,1
196000,22,3,2017,14,3,8,12,3,1,1
219995,27,5,2005,14,3,8,12,3,0,1
194995,29,4,2005,14,3,8,12,3,0,1
170000,11,8,2017,14,3,8,12,3,1,1
203995,28,10,2005,14,3,8,12,3,0,1
199995,29,4,2005,14,3,8,12,3,0,1
177000,31,3,2015,14,3,8,12,3,1,1
214995,16,12,2005,14,3,8,12,3,0,1
152000,22,3,2013,14,3,8,12,3,1,1
235950,24,6,2005,14,3,8,12,3,1,1
480000,29,9,2017,14,3,8,14,4,1,0
280000,3,8,2016,14,3,8,14,3,1,0
114000,3,6,2014,14,3,8,17,3,0,1
152000,6,3,2003,14,3,8,17,1,1,0
170000,28,2,1996,14,3,8,17,1,1,0
140000,20,9,2002,14,3,8,17,2,1,0
60000,7,12,1998,14,3,8,17,2,1,0
36000,22,4,1998,14,3,8,17,2,1,0
40000,3,2,1997,14,3,8,17,2,1,0
230000,21,3,2018,14,3,8,17,4,1,0
175000,5,6,2017,14,3,8,17,2,1,0
225000,9,3,2011,14,3,8,17,2,1,0
295000,23,11,2005,14,3,8,17,2,1,0
250000,5,12,2006,14,3,8,17,2,1,0
475000,19,10,2018,14,3,8,18,1,1,1
335000,30,11,2011,14,3,8,18,1,1,1
385000,28,4,2015,14,3,8,18,2,1,1
345000,30,8,2007,14,3,8,18,3,1,1
327500,27,3,2015,14,3,8,18,3,1,1
350000,6,8,2012,14,3,8,18,2,1,1
334000,31,10,2003,14,3,8,18,2,1,1
280000,22,4,2002,14,3,8,18,2,1,1
189950,14,10,1999,14,3,8,18,2,1,1
325000,4,12,2013,14,3,8,18,2,1,1
324000,11,6,2003,14,3,8,18,2,1,1
175000,29,1,1999,14,3,8,18,2,1,1
153000,29,9,1997,14,3,8,18,2,1,1
129000,22,3,1996,14,3,8,18,2,1,1
375000,13,10,2011,14,3,8,18,2,1,1
345000,2,7,2007,14,3,8,18,2,1,1
140000,29,8,1997,14,3,8,18,2,1,1
320000,30,5,2003,14,3,8,18,2,1,1
238950,26,4,2000,14,3,8,18,2,1,1
165000,26,8,1998,14,3,8,18,2,1,1
460000,7,9,2018,14,3,8,18,2,1,1
385000,25,11,2015,14,3,8,18,2,1,1
215000,14,7,2000,14,3,8,18,2,1,1
387500,25,11,2005,14,3,8,18,0,1,1
212500,5,2,2004,14,3,8,18,3,1,1
140000,26,4,2000,14,3,8,18,3,1,1
187000,6,2,2009,14,3,8,18,2,1,1
200000,7,7,2014,14,3,8,18,3,1,1
178000,9,12,2010,14,3,8,18,3,1,1
181500,19,5,2006,14,3,8,18,3,1,1
170000,8,8,2002,14,3,8,18,3,1,1
127500,18,10,2000,14,3,8,18,3,1,1
135000,27,4,2001,14,3,8,18,3,1,1
68000,29,2,1996,14,3,8,18,3,1,1
69000,25,4,1996,14,3,8,18,1,1,1
110000,2,12,1999,14,3,8,18,3,1,1
8000,5,11,1997,14,3,8,18,3,1,1
180000,5,10,2011,14,3,8,18,3,1,1
165000,19,8,2002,14,3,8,18,3,1,1
158000,5,8,2002,14,3,8,18,3,1,1
71000,30,3,1995,14,3,8,18,3,1,1
174950,9,10,2009,14,3,8,18,3,1,1
175000,17,11,2008,14,3,8,18,3,1,1
180000,28,3,2013,14,3,8,18,3,1,1
182000,6,10,2006,14,3,8,18,3,1,1
130000,22,2,2001,14,3,8,18,3,1,1
93950,3,7,1998,14,3,8,18,3,1,1
233000,26,8,2014,14,3,8,18,3,1,1
185000,19,3,2012,14,3,8,18,3,1,1
153000,14,6,2002,14,3,8,18,3,1,1
122000,12,4,2002,14,3,8,18,3,1,1
76500,28,7,1995,14,3,8,18,3,1,1
196000,25,4,2003,14,3,8,18,3,1,1
135000,31,5,2000,14,3,8,18,3,1,1
94000,12,6,1998,14,3,8,18,3,1,1
86700,27,11,1997,14,3,8,18,3,1,1
170000,15,6,2012,14,3,8,18,3,1,1
184500,16,10,2006,14,3,8,18,3,1,1
180000,31,10,2003,14,3,8,18,3,1,1
88500,2,11,1998,14,3,8,18,3,1,1
175000,12,12,2006,14,3,8,18,2,1,1
179000,29,3,2004,14,3,8,18,2,1,1
72750,22,11,1996,14,3,8,18,2,1,1
190000,18,7,2003,14,3,8,18,2,1,1
125000,4,10,1999,14,3,8,18,2,1,1
91350,29,5,1998,14,3,8,18,2,1,1
79995,4,10,1996,14,3,8,18,3,1,1
127500,22,5,2000,14,3,8,18,0,1,1
165000,2,9,2002,14,3,8,18,3,1,1
153000,21,12,2011,14,3,8,18,3,1,1
189950,27,2,2004,14,3,8,18,3,1,1
74000,24,11,1995,14,3,8,18,3,1,1
225000,11,4,2017,14,3,8,18,3,1,1
192500,27,8,2003,14,3,8,18,3,1,1
139500,7,12,2000,14,3,8,18,3,1,1
162500,12,7,2002,14,3,8,18,3,1,1
125000,10,12,1999,14,3,8,18,3,1,1
96500,15,10,1998,14,3,8,18,3,1,1
255000,16,10,2015,14,3,8,18,3,1,1
180000,28,3,2003,14,3,8,18,3,1,1
133000,26,4,2000,14,3,8,18,3,1,1
200000,6,3,2012,14,3,8,18,3,1,1
199000,10,6,2005,14,3,8,18,3,1,1
157000,25,6,2002,14,3,8,18,3,1,1
143000,26,5,2000,14,3,8,18,3,1,1
76000,6,10,1995,14,3,8,18,3,1,1
250000,24,4,2018,14,3,8,18,3,1,1
195000,31,7,2007,14,3,8,18,3,1,1
192000,8,10,2004,14,3,8,18,3,1,1
415000,31,3,2016,14,3,8,18,2,1,1
358000,19,8,2006,14,3,8,18,2,1,1
380000,26,7,2005,14,3,8,18,2,1,1
200000,12,11,1999,14,3,8,18,2,1,1
138000,29,11,1996,14,3,8,18,2,1,1
150000,20,6,1997,14,3,8,18,2,1,1
205500,15,12,1999,14,3,8,18,2,1,1
60000,24,5,1999,14,3,8,18,2,1,1
135000,1,7,1996,14,3,8,18,2,1,1
410000,31,1,2008,14,3,8,18,2,1,1
265000,24,8,2001,14,3,8,18,2,1,1
385000,19,12,2014,14,3,8,18,3,1,1
370000,16,6,2006,14,3,8,18,2,1,1
355000,28,7,2014,14,3,8,18,2,1,1
165000,20,1,1999,14,3,8,18,2,1,1
365000,16,12,2004,14,3,8,18,2,1,1
189950,26,3,1999,14,3,8,18,2,1,1
410000,21,1,2016,14,3,8,18,2,1,1
390000,31,7,2007,14,3,8,18,3,1,1
138000,8,12,1997,14,3,8,18,3,1,1
355000,23,6,2015,14,3,8,19,2,1,1
355000,31,10,2012,14,3,8,19,2,1,1
375000,27,6,2006,14,3,8,19,2,1,1
165000,22,8,1997,14,3,8,19,2,1,1
120000,26,7,1996,14,3,8,19,2,1,1
467500,25,6,2018,14,3,8,19,2,1,1
375000,22,12,2005,14,3,8,19,2,1,1
245000,24,8,2000,14,3,8,19,2,1,1
168000,18,3,1998,14,3,8,19,2,1,1
400000,9,11,2015,14,3,8,19,2,1,1
375000,8,10,2007,14,3,8,19,0,1,1
260000,10,9,2001,14,3,8,19,0,1,1
360000,2,5,2008,14,3,8,19,2,1,1
375000,26,8,2005,14,3,8,19,2,1,1
126500,11,9,1996,14,3,8,19,2,1,1
410000,24,5,2006,14,3,8,19,2,1,1
310000,31,1,2003,14,3,8,19,2,1,1
382500,12,12,2008,14,3,8,19,2,1,1
377000,17,11,2006,14,3,8,19,2,1,1
385000,13,11,2015,14,3,8,19,2,1,1
398000,30,11,2015,14,3,8,19,2,1,1
370000,3,9,2004,14,3,8,19,2,1,1
380000,14,12,2007,14,3,8,19,2,1,1
360000,20,4,2004,14,3,8,19,2,1,1
170000,20,10,1998,14,3,8,19,2,1,1
159950,31,10,1997,14,3,8,19,2,1,1
275000,30,1,2015,14,3,8,19,3,1,1
245000,18,8,2004,14,3,8,19,3,1,1
150000,28,9,1999,14,3,8,19,3,1,1
105000,4,2,1997,14,3,8,19,3,1,1
258000,13,1,2004,14,3,8,19,3,1,1
197500,29,6,2001,14,3,8,19,3,1,1
299000,24,6,2016,14,3,8,19,3,1,1
250000,20,12,2010,14,3,8,19,3,1,1
168000,5,5,2006,14,3,8,19,3,1,1
250000,28,2,2003,14,3,8,19,3,1,1
174000,13,12,1999,14,3,8,19,3,1,1
113500,25,11,1997,14,3,8,19,3,1,1
189000,8,2,2002,14,3,8,19,3,1,1
112000,20,3,1998,14,3,8,19,3,1,1
230000,4,7,2014,14,3,8,19,3,1,1
100000,6,12,1996,14,3,8,19,3,1,1
275000,2,9,2016,14,3,8,19,3,1,1
265000,23,2,2011,14,3,8,19,1,1,1
219000,28,6,2002,14,3,8,19,3,1,1
189500,2,8,2000,14,3,8,19,3,1,1
157000,28,4,2000,14,3,8,19,3,1,1
339950,5,5,2017,14,3,8,19,3,1,1
250000,11,4,2011,14,3,8,19,3,1,1
191000,15,8,2000,14,3,8,19,3,1,1
92000,12,12,1995,14,3,8,19,3,1,1
300000,26,4,2019,14,3,8,19,3,1,1
152000,23,7,1999,14,3,8,19,3,1,1
275000,26,1,2007,14,3,8,19,3,1,1
290000,5,7,2006,14,3,8,19,3,1,1
235000,31,7,2003,14,3,8,19,0,1,1
223000,12,9,2013,14,3,8,19,3,1,1
272000,22,1,2007,14,3,8,19,3,1,1
135000,10,8,1999,14,3,8,19,3,1,1
122500,24,6,1998,14,3,8,19,3,1,1
105000,20,6,1997,14,3,8,19,3,1,1
187500,7,11,2014,14,3,8,19,3,1,1
165000,29,8,2008,14,3,8,19,3,1,1
137000,22,5,2002,14,3,8,19,3,1,1
115000,15,3,2001,14,3,8,19,3,1,1
59995,28,6,1996,14,3,8,19,3,1,1
59995,30,11,1995,14,3,8,19,3,1,1
207000,10,3,2014,14,3,8,19,3,1,1
88500,26,1,1998,14,3,8,19,3,1,1
125000,22,5,2002,14,3,8,19,3,1,1
213000,21,2,2017,14,3,8,19,3,1,1
175000,22,11,2002,14,3,8,19,3,1,1
180000,17,9,2007,14,3,8,19,3,1,1
179950,25,4,2003,14,3,8,19,3,1,1
183000,11,4,2003,14,3,8,19,3,1,1
181000,22,9,2006,14,3,8,19,3,1,1
178000,28,11,2003,14,3,8,19,3,1,1
64500,24,5,1996,14,3,8,19,3,1,1
179000,27,10,2011,14,3,8,19,3,1,1
82000,7,5,1999,14,3,8,19,3,1,1
195000,10,7,2009,14,3,8,19,3,1,1
225000,10,2,2007,14,3,8,19,3,1,1
200000,29,8,2003,14,3,8,19,3,1,1
128500,29,10,1999,14,3,8,19,3,1,1
87000,27,3,1998,14,3,8,19,3,1,1
239950,9,9,2016,14,3,8,19,3,1,1
142000,17,9,1999,14,3,8,19,3,1,1
190000,14,7,2017,14,3,8,19,3,1,1
83000,26,3,1999,14,3,8,19,3,1,1
207500,31,3,2017,14,3,8,19,3,1,1
180000,12,10,2012,14,3,8,19,3,1,1
90000,24,11,1998,14,3,8,19,3,1,1
144000,10,12,1999,14,3,8,19,3,1,1
124000,22,10,1999,14,3,8,19,3,1,1
104950,30,10,1998,14,3,8,19,3,1,1
186000,11,4,2008,14,3,8,19,3,1,1
135000,13,7,2001,14,3,8,19,3,1,1
118000,7,7,2000,14,3,8,19,3,1,1
81995,6,11,1998,14,3,8,19,3,1,1
173500,18,10,2002,14,3,8,19,3,1,1
93250,28,10,1998,14,3,8,19,3,1,1
218000,25,2,2013,14,3,8,19,3,1,1
167500,20,8,2001,14,3,8,19,3,1,1
106000,2,10,1998,14,3,8,19,3,1,1
79950,19,2,1999,14,3,8,19,3,1,1
219000,17,7,2019,14,3,8,19,3,1,1
142500,22,3,2002,14,3,8,19,3,1,1
128000,11,8,2000,14,3,8,19,3,1,1
89950,30,10,1998,14,3,8,19,3,1,1
160000,4,8,2000,14,3,8,19,3,1,1
122000,24,9,1999,14,3,8,19,3,1,1
102000,23,10,1998,14,3,8,19,3,1,1
150000,28,9,1999,14,3,8,19,3,1,1
99950,25,8,1995,14,3,8,19,3,1,1
310000,15,10,2018,14,3,8,19,3,1,1
285000,28,11,2006,14,3,8,19,3,1,1
270000,20,11,2003,14,3,8,19,3,1,1
115000,21,11,1997,14,3,8,19,3,1,1
101500,30,8,1995,14,3,8,19,3,1,1
94000,23,5,1996,14,3,8,19,3,1,1
293000,20,11,2015,14,3,8,19,3,1,1
200000,13,7,2007,14,3,8,19,3,1,1
102950,3,4,1995,14,3,8,19,3,1,1
102950,26,7,1995,14,3,8,19,3,1,1
305000,3,12,2018,14,3,8,19,3,1,1
106250,17,10,1996,14,3,8,19,3,1,1
110000,14,6,1996,14,3,8,19,3,1,1
101350,24,2,1995,14,3,8,19,3,1,1
243000,2,6,2003,14,3,8,19,3,1,1
99950,20,3,1995,14,3,8,19,3,1,1
159950,26,8,1999,14,3,8,19,3,1,1
151000,8,10,1998,14,3,8,19,3,1,1
115000,29,3,1996,14,3,8,19,3,1,1
306000,21,12,2018,14,3,8,19,3,1,1
123000,9,6,1995,14,3,8,19,3,1,1
165000,1,3,2001,14,3,8,19,3,1,1
85500,13,2,1997,14,3,8,19,3,1,1
134500,16,2,2000,14,3,8,19,3,1,1
85000,22,11,1996,14,3,8,19,3,1,1
165000,30,5,2018,14,3,8,19,3,1,1
128000,2,11,2001,14,3,8,19,3,1,1
79900,18,5,1999,14,3,8,19,3,1,1
208000,12,10,2006,14,3,8,19,3,1,1
114000,14,8,1998,14,3,8,19,3,1,1
86950,22,8,1997,14,3,8,19,3,1,1
84750,31,10,1997,14,3,8,19,3,1,1
113000,30,3,2001,14,3,8,19,3,1,1
79000,16,10,1998,14,3,8,19,3,1,1
285000,30,1,2019,14,3,8,19,3,1,1
194000,31,10,2012,14,3,8,19,3,1,1
86000,8,1,1997,14,3,8,19,3,1,1
80000,1,9,1997,14,3,8,19,3,1,1
180000,25,7,2014,14,3,8,19,3,1,1
134000,13,7,2001,14,3,8,19,3,1,1
120000,12,7,2000,14,3,8,19,3,1,1
79950,8,1,1999,14,3,8,19,3,1,1
245000,31,5,2007,14,3,8,19,3,1,1
85000,31,10,1997,14,3,8,19,3,1,1
84000,27,3,1997,14,3,8,19,3,1,1
227500,12,10,2017,14,3,8,19,3,1,1
179000,12,2,2016,14,3,8,19,3,1,1
159000,23,8,2002,14,3,8,19,3,1,1
81000,18,12,1998,14,3,8,19,3,1,1
164500,24,2,1998,14,3,8,19,3,1,1
400000,24,8,2018,14,3,8,19,2,1,1
360000,5,6,2009,14,3,8,19,2,1,1
360000,28,4,2005,14,3,8,19,2,1,1
362000,27,9,2004,14,3,8,19,3,1,1
182500,9,3,1999,14,3,8,19,3,1,1
165000,30,9,1997,14,3,8,19,3,1,1
131000,26,5,1995,14,3,8,19,3,0,1
405000,28,8,2012,14,3,8,19,2,1,1
350000,15,12,2006,14,3,8,19,2,1,1
350000,4,2,2013,14,3,8,19,2,1,1
135000,4,1,1995,14,3,8,19,0,0,1
372500,31,5,2007,14,3,8,19,2,1,1
217000,22,10,1999,14,3,8,19,2,1,1
133000,10,3,1995,14,3,8,19,2,0,1
380000,4,12,2009,14,3,8,19,2,1,1
383800,3,4,2007,14,3,8,19,2,1,1
335000,20,12,2002,14,3,8,19,2,1,1
245000,29,6,2000,14,3,8,19,2,1,1
135000,8,2,1995,14,3,8,19,2,0,1
171750,27,9,2013,14,3,8,20,3,1,1
89000,8,8,1995,14,3,8,20,3,1,1
167500,12,10,2006,14,3,8,20,3,1,1
148500,20,9,2002,14,3,8,20,3,1,1
77000,20,6,1997,14,3,8,20,3,1,1
247500,22,10,2010,14,3,8,20,3,1,1
90000,5,9,1995,14,3,8,20,3,1,1
180650,2,7,2015,14,3,8,20,3,1,1
145000,4,5,2012,14,3,8,20,3,1,1
63000,7,9,1995,14,3,8,20,3,1,1
270000,2,2,2016,14,3,8,20,3,1,1
235000,30,6,2010,14,3,8,20,3,1,1
235000,28,9,2007,14,3,8,20,3,1,1
221500,17,11,2003,14,3,8,20,3,1,1
198000,1,4,2019,14,3,8,20,3,1,1
190000,13,11,2015,14,3,8,20,3,1,1
190000,15,7,2005,14,3,8,20,3,1,1
139950,24,8,2001,14,3,8,20,3,1,1
169950,28,10,1999,14,3,8,20,3,1,1
125000,15,12,1999,14,3,8,20,3,1,1
74000,7,2,1997,14,3,8,20,3,1,1
175000,16,5,2014,14,3,8,20,3,1,1
90000,22,4,1998,14,3,8,20,3,1,1
185000,5,3,2014,14,3,8,20,3,1,1
188000,8,11,2007,14,3,8,20,3,1,1
134950,25,10,1999,14,3,8,20,3,1,1
190000,20,2,2017,14,3,8,20,3,1,1
165000,18,11,2003,14,3,8,20,3,1,1
199000,31,10,2018,14,3,8,20,3,1,1
88000,21,7,1999,14,3,8,20,3,1,1
205000,29,10,2003,14,3,8,20,3,1,1
103500,30,6,1998,14,3,8,20,3,1,1
72000,22,9,1995,14,3,8,20,3,1,1
155000,14,6,2013,14,3,8,20,3,1,1
182000,8,12,2006,14,3,8,20,3,1,1
148000,25,5,2001,14,3,8,20,3,1,1
120000,17,11,2000,14,3,8,20,3,1,1
